# ra            dec          z          
  242.1648865   12.0106983   0.0161388  
  196.5348053   30.209259    0.0161457  
  198.3387604   30.3198738   0.0161984  
  332.9969788   -0.2531303   0.0161999  
  148.4645081   13.6151075   0.0162524  
  143.5015717   2.4772756    0.0163151  
  209.6900635   2.8442717    0.0163495  
  204.1697388   20.2001343   0.0163666  
  202.661438    49.1366463   0.0163795  
  201.8273163   59.5029297   0.0164139  
  215.3278198   12.5059547   0.0164511  
  214.328186    12.5855293   0.016461   
  168.2703552   19.4596214   0.0164884  
  211.2194366   21.6334972   0.0165035  
  155.0461578   27.8170433   0.0165426  
  202.4412842   55.6038055   0.0165683  
  146.5147552   4.4034462    0.0165718  
  211.9983063   31.6460915   0.0165797  
  226.6362      46.6183319   0.0166769  
  184.3189545   12.7952404   0.0166898  
  130.7349243   13.6415863   0.0168081  
  197.3406219   30.9228268   0.0168316  
  127.8617401   33.067543    0.0168446  
  155.6696777   46.2386856   0.0168498  
  331.5708008   -8.5520754   0.0169716  
  152.1516724   18.231226    0.0170216  
  172.7364655   2.2870488    0.0170256  
  148.9429321   3.4047804    0.0170667  
  205.4952087   2.3123744    0.0171941  
  173.9218597   58.3237686   0.0172127  
  175.7625427   40.8275337   0.0172352  
  228.5043793   44.5905533   0.0172472  
  130.7194824   25.0704155   0.0172569  
  212.047287    5.8115544    0.0173079  
  142.0476227   64.9345093   0.0173516  
  173.7706604   2.5513098    0.0174139  
  191.867218    3.038774     0.0174649  
  207.7047729   17.2820816   0.0174823  
  158.7891998   25.038084    0.0174932  
  212.1365814   3.0243218    0.0175313  
  124.8412399   35.0472374   0.0175627  
  217.7181091   55.2445297   0.0176126  
  203.2852783   54.8276176   0.0176822  
  217.5754089   21.7467632   0.0177171  
  248.2038422   37.3574982   0.0177523  
  159.4246216   46.0424957   0.0177927  
  239.8496399   21.6035137   0.0178361  
  189.3898315   4.3676786    0.0178524  
  114.6730423   45.9436684   0.0178658  
  144.5110016   27.6565342   0.0179539  
  264.2669067   54.2200012   0.0179559  
  145.7864227   13.3993654   0.0179971  
  185.6983795   5.6067405    0.0179978  
  150.4187164   10.7564287   0.0180247  
  148.3264313   36.0857925   0.018067   
  205.5916748   35.6241302   0.0181207  
  219.7295074   20.506712    0.0181295  
  142.7537384   6.5625658    0.0181425  
  137.0224762   8.5106764    0.0181547  
  183.7417755   52.9444542   0.0181627  
  116.5960007   23.0932064   0.0182024  
  239.7515106   19.7446041   0.0182046  
  149.3777161   23.6095638   0.0182176  
  159.0273285   44.0335999   0.0182444  
  13.1163063    14.5183458   0.0182462  
  127.3749924   31.6754837   0.0182753  
  143.6609955   5.8414392    0.0182775  
  143.9688263   4.0168047    0.0183063  
  236.5736389   10.7586164   0.0183071  
  227.2341919   24.2782669   0.0183156  
  219.8028564   15.8773842   0.0183228  
  196.17453     2.9637194    0.0183797  
  240.0441437   4.8905845    0.0183935  
  200.3461761   0.342416     0.0184246  
  185.514328    -2.6167288   0.0184274  
  140.13414     7.0740724    0.0184352  
  223.787735    43.8185768   0.018574   
  151.3062134   21.4559593   0.0185996  
  210.3187714   13.4134359   0.0186107  
  189.68927     6.7681375    0.0186947  
  188.7172852   47.375946    0.0187042  
  122.1950836   28.0789833   0.0187128  
  177.2693481   48.7497368   0.0187427  
  156.9657135   16.1521187   0.0187641  
  186.1401062   6.7124171    0.0187764  
  160.4725494   0.793207     0.0187966  
  222.3909149   13.8069458   0.0188366  
  159.8047485   31.1140156   0.0189238  
  140.4086609   65.5292435   0.018955   
  121.5673294   12.8279896   0.0189939  
  213.8130341   18.1279354   0.0190026  
  138.9886627   64.7328644   0.0190415  
  157.9934692   11.6063347   0.0190416  
  191.8305206   41.4611053   0.0190434  
  178.7190399   57.3022804   0.0190753  
  191.3496704   9.086215     0.0190859  
  353.3625793   14.3352852   0.0191309  
  199.5419769   -1.2436736   0.0191508  
  174.1648712   6.2919126    0.0191764  
  234.6374054   10.2511101   0.0191855  
  160.9126129   4.9704823    0.0191873  
  206.7194977   16.2728386   0.0193079  
  118.56147     37.8457794   0.0193443  
  325.9727478   -8.1252899   0.0193551  
  235.0280914   51.1136971   0.0193825  
  161.8607178   6.0481424    0.0194006  
  181.0139313   55.2050018   0.01941    
  175.225708    -2.6946824   0.0194319  
  169.3411407   27.6731968   0.019435   
  194.6121979   29.6124725   0.0194694  
  144.9874878   24.9554291   0.0195388  
  188.51297     43.4160995   0.0195756  
  185.1389771   9.853406     0.0196249  
  113.3655014   41.885788    0.0196408  
  190.6966553   27.2719269   0.0196724  
  169.0172119   10.1625509   0.0197103  
  143.3833618   14.5845356   0.0197623  
  131.6676331   29.8665848   0.0197856  
  119.5462189   34.341404    0.0198017  
  118.598732    38.6705513   0.0198451  
  188.1448059   45.7676659   0.019846   
  112.7279892   39.0194626   0.0198675  
  143.8406677   13.5488176   0.0198922  
  123.8728409   29.8217125   0.0199045  
  221.9260864   18.502018    0.0199115  
  126.0843582   20.5332394   0.0199314  
  175.296402    43.4431381   0.0199466  
  170.9608154   1.7343037    0.0199648  
  148.3426056   20.4486084   0.0199858  
  202.9102631   40.1928864   0.0200006  
  183.4963531   17.5489998   0.0200017  
  189.5123444   41.2998276   0.0200292  
  192.2764893   50.3359642   0.0200711  
  218.6550598   24.142601    0.0200928  
  161.7741394   7.2378454    0.0201119  
  187.0565033   13.5705709   0.0201265  
  179.3502502   41.6247559   0.0201976  
  200.2339172   1.5036873    0.0202355  
  178.9910126   63.6602554   0.0202363  
  238.5479889   30.155859    0.0202496  
  183.920105    61.8899307   0.0202541  
  189.4887848   38.3163033   0.0203187  
  224.7888489   32.7989922   0.0203488  
  117.1443329   44.6882858   0.0203541  
  133.5361786   17.429987    0.020362   
  190.3560486   13.7295351   0.0204284  
  245.9711761   29.4248161   0.0204289  
  225.2362061   41.5662766   0.0204592  
  151.960556    34.3152962   0.0204867  
  174.7217865   26.3098545   0.0205124  
  182.1065674   10.016675    0.0205252  
  141.7816772   22.9867668   0.0205648  
  192.9082031   31.3527641   0.0206162  
  157.817688    19.3830051   0.0206563  
  223.8325653   16.5061111   0.0206726  
  222.6420898   24.8215122   0.0206735  
  183.8547211   19.2924557   0.0207447  
  157.221756    19.7573643   0.020746   
  170.3201141   40.3453636   0.02085    
  200.1037903   56.4372635   0.0208604  
  224.294632    17.1877842   0.0208676  
  168.2805176   7.6879907    0.0208839  
  170.533905    4.6928182    0.0208857  
  149.9020691   34.3202171   0.0209079  
  173.3504486   32.6027908   0.0209248  
  222.6577148   22.734333    0.0209545  
  130.7814331   18.2226009   0.0209831  
  188.0650177   37.5282555   0.0210115  
  169.0107727   53.8236732   0.0210181  
  154.6212311   22.8775558   0.0210191  
  159.9913788   24.0912418   0.0210283  
  127.2263489   34.6516571   0.0210483  
  172.802124    34.2030334   0.0210788  
  148.9950256   34.0365715   0.0210902  
  159.6982422   29.1141739   0.0210999  
  189.0421448   5.0861654    0.0211484  
  227.3502808   -1.6649629   0.0211535  
  226.1784973   19.0409031   0.0211736  
  142.5177612   8.7828684    0.0211765  
  221.0335083   60.6713638   0.0211776  
  223.4685516   15.1878538   0.0211804  
  0.3914961     15.0815735   0.0211915  
  191.2741547   5.6438155    0.0212053  
  152.667984    24.4141445   0.0212148  
  124.4557953   38.7953491   0.0212235  
  175.5704193   56.7152138   0.0212242  
  178.7466888   31.1342392   0.021242   
  157.0060577   32.7638855   0.0212649  
  174.7177124   23.4465199   0.0212674  
  167.3170013   36.02108     0.0212968  
  160.452652    30.3865223   0.0213041  
  200.585434    20.3372478   0.0213054  
  176.0835876   15.5942812   0.0213184  
  195.8384399   14.3775101   0.0213293  
  148.4626923   8.8781939    0.0213424  
  186.8874054   6.2333469    0.021347   
  230.4860535   10.5674801   0.021384   
  185.570816    12.3968668   0.0213956  
  235.156189    35.7714424   0.0214151  
  220.0519104   18.9432831   0.0214352  
  231.3475037   29.1718254   0.0214421  
  150.689209    4.4549217    0.0214496  
  235.8744965   4.7944527    0.0214515  
  239.8381805   28.3912964   0.021457   
  205.5840759   36.9536743   0.0214632  
  189.3251953   9.5358105    0.0214669  
  224.4370575   6.6269264    0.0214694  
  163.5290527   53.0298805   0.0214845  
  173.531723    36.6830826   0.0214919  
  168.329483    25.86273     0.0214935  
  192.5250854   25.0221996   0.0215086  
  174.2779236   18.193922    0.0215189  
  177.4323883   23.4451694   0.0215201  
  194.1941223   11.0914097   0.0215422  
  228.1041107   18.6467819   0.0215423  
  165.8552704   39.2550888   0.0215551  
  145.116684    38.3661728   0.0215659  
  193.2233276   9.9892445    0.0215707  
  147.171524    3.3747237    0.0215799  
  153.9387817   18.9460526   0.0216002  
  197.8270569   10.0814962   0.0216024  
  129.1386261   61.3197212   0.0216234  
  222.039566    14.133769    0.0216249  
  238.9786072   26.9664993   0.0216585  
  163.5417023   13.7320137   0.0216646  
  159.0443573   26.9537125   0.0217069  
  186.6451263   52.9930229   0.0217097  
  179.0737915   57.2996178   0.0217343  
  161.4667511   16.9304256   0.0217388  
  196.4922333   1.7925351    0.0217835  
  190.8496857   6.6658893    0.0218111  
  186.8099823   -2.0371561   0.021816   
  186.0791473   33.1838112   0.0218394  
  158.8375244   3.5583839    0.0218569  
  221.1527405   16.5255814   0.0218738  
  177.2293091   66.3290787   0.0218779  
  222.4638367   13.5870838   0.0218808  
  192.8471985   14.0813856   0.0219053  
  201.9326477   62.7666283   0.0219215  
  157.1643219   33.9182129   0.0219427  
  155.9431305   60.7520866   0.021946   
  200.2812042   9.9716005    0.0219633  
  126.3103714   25.0161171   0.0219646  
  173.8703156   38.5550575   0.0219791  
  162.5718842   3.5126002    0.0220224  
  169.024231    58.5010071   0.022026   
  145.4796448   1.3187387    0.0220288  
  175.0906525   -2.703429    0.0220318  
  175.4080048   37.9921227   0.0220718  
  163.8995972   4.3775516    0.0220912  
  160.7773132   35.3216515   0.0220934  
  158.6821442   11.0529671   0.0221043  
  226.5390472   25.7827721   0.0221133  
  221.7945404   62.5847359   0.0221228  
  224.8930511   27.116272    0.0221811  
  194.2230988   22.3736038   0.0221936  
  156.6527252   16.1377277   0.0222172  
  232.5455933   5.8384829    0.0222364  
  215.6672058   6.1668172    0.0222434  
  183.1456909   22.7847252   0.0222668  
  212.0656433   36.8852386   0.022315   
  151.8179779   18.3818493   0.0223197  
  216.0679321   33.6125755   0.0223304  
  218.2265472   36.0319748   0.0223309  
  216.7240143   61.1944084   0.0223353  
  219.888031    62.0029564   0.0223535  
  257.0107422   22.5158081   0.0223633  
  156.9605713   2.1190727    0.0223725  
  173.1893463   -0.7410222   0.0223829  
  140.7205353   51.5455627   0.0223976  
  193.4393311   20.0934029   0.0224209  
  187.4131622   32.9126511   0.0224311  
  213.9614563   60.4763718   0.0224457  
  238.8482819   46.8832092   0.0224792  
  212.2036133   27.2549      0.0224882  
  159.383316    65.0183563   0.022491   
  234.6684113   41.0052071   0.0225284  
  205.8309479   1.3223652    0.0225358  
  161.2538605   45.3247185   0.0225412  
  178.0979919   3.9743981    0.0225513  
  182.723175    66.9241409   0.0225552  
  172.4055176   3.1561978    0.0225875  
  232.640625    25.2612991   0.0226183  
  124.1206131   45.6377602   0.0226221  
  186.7310944   37.9089699   0.0226223  
  151.7888794   15.5487537   0.0226281  
  156.7111511   11.6660194   0.0226362  
  258.6593933   28.1208057   0.022654   
  156.1383514   8.1436939    0.0226577  
  169.3218536   24.640686    0.0226738  
  184.3669128   67.5590439   0.0226811  
  117.8604889   28.2342148   0.0226821  
  178.7418671   4.6605635    0.0227065  
  159.4889832   46.2445297   0.0227351  
  155.38414     9.3733416    0.0227402  
  199.0550079   36.0795364   0.0227473  
  186.4846039   30.8435612   0.0227509  
  192.8330383   31.0596256   0.0227674  
  204.8255005   12.7240276   0.022771   
  220.6469574   30.9583988   0.0228105  
  128.7932129   37.2659531   0.0228287  
  187.9477081   34.2671814   0.0228488  
  230.6869812   29.7696171   0.0229164  
  153.7371521   64.3631134   0.0229174  
  228.008606    32.9153595   0.0229249  
  187.1509552   31.4819641   0.0229314  
  230.6291809   19.2612991   0.0229513  
  122.363472    43.9349327   0.0229631  
  155.780777    41.8419304   0.0229693  
  170.5047455   4.9602485    0.0229849  
  156.2211609   3.8465974    0.0229902  
  148.2930908   37.759182    0.0229961  
  155.4920502   51.3851509   0.0230008  
  164.2655945   33.3006325   0.0230125  
  153.3149261   10.2606258   0.0230283  
  179.3689117   31.0839844   0.023049   
  181.089035    9.200717     0.023058   
  157.1662903   14.3350487   0.0230884  
  157.6857452   40.0575256   0.0231081  
  184.4790344   58.6599693   0.0231083  
  206.9402466   22.1264648   0.0231425  
  222.84758     0.0070769    0.0231649  
  313.8302612   0.5406016    0.0231815  
  177.9520111   19.3581142   0.0231846  
  129.0308838   25.1127052   0.0232003  
  144.3288727   39.77631     0.0232453  
  114.186264    42.4437256   0.023256   
  233.9131012   2.4269202    0.0232696  
  157.3583679   60.2956238   0.0232969  
  205.4098053   9.1487532    0.0233021  
  24.3683357    -9.7357321   0.023388   
  256.8476868   61.4411278   0.023392   
  146.1577454   26.1899796   0.0233968  
  258.1523438   32.8756866   0.0233994  
  186.924408    28.6980839   0.0234072  
  167.9813232   50.0839195   0.0234202  
  239.3596954   23.2725143   0.0234261  
  355.7295837   14.7547693   0.0234362  
  178.1095428   40.4304314   0.0234437  
  355.3492126   -9.8981037   0.0234507  
  156.2100525   32.0283813   0.0234551  
  195.3918762   37.3862114   0.0234552  
  151.9278107   11.1729593   0.0234584  
  123.1016312   40.7437401   0.0234746  
  326.4777832   11.6782951   0.0234909  
  173.7103119   25.5306187   0.023515   
  161.8026123   35.3360367   0.0235262  
  257.1603699   32.5641212   0.0235381  
  159.2612762   62.5255089   0.0235698  
  135.5589752   35.4630928   0.0236125  
  21.8549957    14.0545425   0.0236139  
  205.7533112   36.1656494   0.0236603  
  201.8251648   5.6358733    0.023664   
  220.0993347   6.3072047    0.0236661  
  339.1077576   14.0239954   0.0236902  
  336.7539368   -8.3130684   0.023691   
  153.1533508   61.9432526   0.0237     
  198.418869    54.8314514   0.0237084  
  165.9919434   41.0661507   0.0237392  
  130.5760193   47.0780792   0.0237446  
  186.1768799   38.3775635   0.0237553  
  126.4453735   49.5735779   0.0237579  
  199.9075317   40.3861122   0.0237652  
  196.3703461   33.8487625   0.0237655  
  346.7423706   -9.2861347   0.0237691  
  176.7397919   50.7022171   0.0237885  
  127.5083771   49.6861496   0.0237925  
  216.7992096   -2.2624092   0.0237972  
  239.4366608   41.7094917   0.0238109  
  196.0450897   22.2896576   0.0238217  
  170.3869781   2.8104405    0.0238272  
  157.1224976   53.8665237   0.0238294  
  138.0771942   37.6825523   0.023833   
  175.675354    15.3572969   0.0238486  
  154.4883575   41.1143036   0.0238517  
  194.9741516   52.7651596   0.0238608  
  169.4712524   54.6469536   0.0238712  
  136.7697296   3.1461327    0.0238919  
  181.1925201   49.1866646   0.0239529  
  202.1029968   6.7580643    0.0239718  
  216.9318848   -1.5870204   0.0239765  
  180.1874695   35.2536392   0.0240054  
  148.790863    6.5490537    0.0240345  
  157.2715454   59.1202087   0.0240419  
  191.0956268   39.5222969   0.0240435  
  197.3951416   4.9505253    0.0240532  
  117.9237595   42.3035507   0.0240546  
  189.0383148   7.5345111    0.0240621  
  188.4597931   39.5197487   0.0240661  
  195.1385345   10.129962    0.0240788  
  207.044632    10.1757069   0.0240806  
  196.0915527   43.8095284   0.0240871  
  161.4613342   42.7080383   0.0241073  
  158.0306702   56.3613968   0.0241091  
  205.0114288   40.4209213   0.0241105  
  148.389679    50.2862549   0.0241175  
  201.0524139   41.8196907   0.024135   
  175.6789856   -2.3607261   0.0241407  
  188.4082489   49.1212959   0.0241451  
  188.8248749   6.5433416    0.0241614  
  240.6089935   6.7809463    0.024228   
  115.8765869   22.9305305   0.0242354  
  240.2871094   41.8807755   0.0242507  
  247.8398895   22.6970749   0.024259   
  149.5294647   11.2285614   0.0242619  
  193.4443054   47.6940117   0.0243493  
  237.7575684   23.9601078   0.0243782  
  190.479248    11.7741594   0.0243912  
  195.1167755   34.3796883   0.0243976  
  240.5693054   42.9169159   0.0244346  
  175.6263885   45.5732841   0.0244666  
  195.1576843   8.6972618    0.0244769  
  207.586319    3.0149391    0.0244932  
  119.8348236   42.0570717   0.0245084  
  128.145752    40.1001167   0.0245204  
  193.835083    -3.0246329   0.0245236  
  132.2850037   53.7802315   0.0245308  
  164.9780426   43.1476784   0.0245465  
  148.5445557   2.2871947    0.0245628  
  176.1730499   7.2791133    0.0245843  
  174.3177185   45.7574005   0.024606   
  144.6399231   44.6267242   0.0246759  
  190.3527679   45.0457115   0.0246979  
  150.8472137   48.3658714   0.0246985  
  185.0133057   33.0287361   0.0247     
  130.9886169   39.6054001   0.0247214  
  248.6917572   45.3243065   0.0247312  
  213.9368591   36.1782188   0.0247313  
  185.5651398   33.3316383   0.0247339  
  165.0674591   37.240139    0.024737   
  214.8970642   36.1406708   0.0247485  
  214.2488556   9.1058826    0.024801   
  228.4016571   4.5292778    0.0248294  
  145.0652771   53.6229324   0.0248462  
  183.4200439   2.1877153    0.0248509  
  168.010788    -0.1748237   0.0248785  
  224.2497406   31.5523739   0.0248848  
  150.9871368   1.5123726    0.0249048  
  144.8969116   6.4144049    0.0249059  
  145.9047699   50.2764893   0.0249231  
  166.2693024   35.3656616   0.0249299  
  126.1326752   54.8539696   0.0249386  
  149.454483    51.8212662   0.0249421  
  344.4851685   -9.5825815   0.0249602  
  206.7810822   1.9128536    0.0249734  
  157.387085    51.6093559   0.0249775  
  163.4438324   46.2189102   0.0249985  
  127.4348221   22.4244022   0.0250046  
  205.6419067   31.5308247   0.0250087  
  164.7378082   40.0330925   0.0250148  
  203.0820007   28.3172169   0.0250267  
  234.9102325   49.5713196   0.0250298  
  220.7168121   52.2810745   0.0250374  
  129.0463867   52.5188026   0.025044   
  180.6925964   22.3345566   0.0250583  
  204.5060577   55.1877289   0.0250585  
  157.5389709   47.2784004   0.0250599  
  144.9231873   55.6086006   0.0250621  
  211.7539368   1.6406811    0.0250715  
  172.6698914   47.0183067   0.025076   
  186.5718384   27.8711548   0.0250906  
  155.7390747   55.913765    0.0250922  
  125.3996429   16.4968987   0.0251072  
  142.1356812   50.7936935   0.0251076  
  215.4757996   7.8825493    0.0251085  
  245.1957092   34.3127365   0.0251094  
  154.9232788   54.2080612   0.0251282  
  204.3989563   60.2537346   0.0251483  
  206.2634888   34.8781166   0.0251545  
  140.3657837   25.0619926   0.0251644  
  129.5897675   28.1485405   0.0251666  
  5.6859093     14.9497471   0.0251877  
  167.9173279   39.3749008   0.0251996  
  126.1799393   22.7483578   0.0252027  
  185.5904541   35.1545677   0.0252045  
  158.458252    12.8783455   0.0252134  
  183.6677246   -2.4483888   0.0252233  
  166.3742981   3.6599734    0.0252362  
  126.4392395   19.4492626   0.0252428  
  203.3546295   58.3162537   0.0252531  
  243.8673096   12.3840494   0.0252552  
  159.8659821   48.132946    0.0252564  
  130.0825348   27.7402382   0.0252639  
  191.9075775   4.519846     0.0252723  
  140.8980408   24.7617073   0.0253103  
  200.9719238   51.4353523   0.0253229  
  141.7333832   43.5352554   0.0253284  
  203.3288574   11.1171503   0.0253336  
  152.9823608   50.5752525   0.0253353  
  202.2040405   53.4429703   0.0253566  
  218.6858368   13.3031101   0.0253619  
  174.6404877   25.3980656   0.0253701  
  167.5718231   29.0444469   0.0253877  
  4.9897594     15.0922585   0.0254117  
  131.1281586   23.2956219   0.0254153  
  222.0319824   48.0938225   0.0254747  
  131.2926483   25.9615955   0.025489   
  207.0554962   54.7973747   0.0254903  
  138.3362274   17.6410465   0.0254989  
  128.1705933   29.2136154   0.0255028  
  140.8992767   53.6020088   0.0255031  
  202.2449646   61.914341    0.0255106  
  127.9463959   30.4094543   0.0255271  
  208.5102692   54.6185799   0.0255652  
  116.8477707   39.195919    0.0255748  
  131.3641815   34.4192238   0.025593   
  349.6509094   15.2996731   0.0256086  
  165.6233368   38.7199478   0.0256135  
  131.0370789   33.5157318   0.0256393  
  180.0996552   0.4906794    0.0256581  
  142.1536865   12.4588671   0.0256817  
  249.9938202   44.5914383   0.025716   
  207.9692078   48.7094574   0.025726   
  213.375       0.1858445    0.025743   
  239.4667206   4.2623105    0.0257537  
  155.8855438   46.0577545   0.0257723  
  147.4697723   50.8644638   0.0257733  
  236.4248199   40.2116013   0.0257774  
  188.5524597   3.9204514    0.0257811  
  137.1194153   27.9920444   0.0258108  
  134.1331329   21.3780632   0.0258201  
  163.4597931   27.0754375   0.0258204  
  130.4663696   54.977787    0.0258236  
  146.9387817   9.1397858    0.0258292  
  9.7357893     0.2992437    0.0258794  
  162.5370941   5.3272333    0.0258863  
  140.6590271   60.8655586   0.0258865  
  218.1268005   0.2746899    0.0259392  
  214.2841492   42.6827927   0.0259548  
  174.1421661   10.9975777   0.0259551  
  137.4912415   43.8511086   0.0259796  
  125.6186142   56.0755348   0.0260269  
  342.9298401   0.4152905    0.0260418  
  196.5827942   32.9738503   0.0260639  
  204.6911774   30.4804325   0.0260708  
  257.9737549   60.9660988   0.0260769  
  144.1633301   1.2503546    0.0260838  
  224.2968597   52.3461304   0.0260931  
  157.5603638   5.7481494    0.0260983  
  229.7743835   -0.0324376   0.0261001  
  128.4396362   56.8193665   0.0261151  
  131.0057831   35.1862717   0.0261161  
  125.1385269   20.1119385   0.0261166  
  154.9783325   36.3257446   0.0261177  
  147.2670441   45.4445496   0.0261542  
