# ra            dec           z          
  148.0188141   6.2093182     0.0618902  
  171.3154297   -2.0761211    0.0628677  
  122.3842697   39.887928     0.0636345  
  239.0966797   26.1579037    0.0637988  
  249.6434021   31.8729744    0.0642432  
  154.2172546   39.5564728    0.0642514  
  239.4796143   2.3435023     0.0643503  
  206.2477875   60.4221268    0.0648366  
  1.0067307     -10.8302212   0.064945   
  230.7778778   37.6697731    0.0649576  
  157.7111206   54.2808723    0.0649751  
  119.7494659   12.5322456    0.0651076  
  154.0485535   22.2598114    0.0651583  
  166.7111359   47.8525314    0.0652242  
  351.8105164   -10.3882151   0.0652957  
  149.9147339   0.586703      0.0655052  
  165.9297791   29.2423191    0.06567    
  224.0245056   34.4818306    0.0656838  
  128.2122955   30.8792458    0.0657932  
  126.5688858   17.3624382    0.0658638  
  155.957016    20.9847984    0.065872   
  166.5172882   14.0362835    0.0661764  
  202.6547546   14.6491947    0.0666116  
  212.2245941   10.1989679    0.0672304  
  211.273056    11.4754057    0.0674329  
  185.2160034   -2.0857577    0.0675814  
  157.3121033   8.4048681     0.0676294  
  229.5192566   3.4897614     0.0676394  
  168.3417206   61.4469223    0.0676695  
  166.4326477   35.8840141    0.0682662  
  170.3626709   -0.4139835    0.0683954  
  238.346756    26.1053448    0.0694673  
  184.0240936   45.3637924    0.0696637  
  218.6441193   14.0967607    0.0696662  
  169.341095    25.0662231    0.0697315  
  195.7185822   7.6806569     0.0699477  
  174.9311523   42.5045853    0.0700549  
  222.5684052   50.7921333    0.0702128  
  188.3905792   18.361784     0.0703554  
  145.6817932   65.4031448    0.0707322  
  155.2322235   1.2360662     0.0709062  
  128.7871704   17.8724709    0.0715522  
  233.4733124   45.1176872    0.0716863  
  168.1221924   36.3681946    0.0731692  
  215.9211121   47.3718719    0.0731929  
  184.4790192   42.6924171    0.0731992  
  140.7683258   24.0019646    0.0733156  
  47.029438     0.4562192     0.0741421  
  168.2011261   31.8133297    0.0751158  
  208.9151764   20.7435074    0.0754046  
  134.2067566   35.9165459    0.0756972  
  194.6287079   24.9743042    0.0760505  
  188.5335999   45.5956345    0.0760957  
  135.307663    6.0224829     0.076363   
  183.6329651   4.4350748     0.0765375  
  130.6422577   11.6992893    0.0774186  
  225.0335388   11.0220165    0.0776881  
  231.1071167   29.2017422    0.0781097  
  208.0322113   5.432178      0.0789228  
  185.0471344   27.6800499    0.0797644  
