# ra            dec          z          
  14.4319668    -9.1123447   0.0256499  
  172.7761383   3.1306703    0.0286645  
  172.803299    3.2597384    0.0289448  
  163.025589    3.3722901    0.0355205  
  163.0076599   3.4540167    0.0355475  
  206.6339111   64.3902969   0.024178   
  206.6628265   64.4058609   0.0239492  
  139.6476593   44.5969009   0.014213   
  139.9972534   44.6220551   0.0141275  
  141.1807709   48.2867737   0.026408   
  141.1795654   48.2396049   0.0264544  
  141.157196    49.3570671   0.0162639  
  141.1902466   49.4448166   0.0163661  
  224.035141    3.7882111    0.0343618  
  224.0124207   3.7982676    0.0339023  
  209.6052094   59.1487312   0.0515066  
  209.5866394   59.2057533   0.0518086  
  23.6890812    -0.9948825   0.0443464  
  23.7031174    -1.0212603   0.0447876  
  180.3295288   56.5701675   0.0413907  
  180.0978851   56.6191864   0.04106    
  178.4313049   57.6643333   0.0341432  
  178.4543457   57.6651459   0.0344712  
  180.445755    58.1198311   0.0409692  
  180.4601746   58.0980453   0.0407138  
  122.7789459   36.5986977   0.0214923  
  122.7338257   36.8293343   0.0214122  
  117.1164474   30.0690937   0.0626512  
  117.1148071   30.0319595   0.0625625  
  173.08078     55.9227715   0.0207176  
  173.0783386   55.9280167   0.0209472  
  174.2468109   56.5935059   0.0507569  
  174.2903442   56.4891243   0.0511728  
  173.093338    57.2548676   0.0287494  
  173.0923157   57.2678757   0.0283605  
  170.5276794   57.9125938   0.010589   
  170.6860809   57.4414215   0.0103402  
  158.7239685   60.6911507   0.0504118  
  158.6516571   60.6608276   0.0503286  
  341.0954285   -9.0194273   0.064548   
  341.0257263   -9.0270205   0.0650546  
  172.1392212   58.5628357   0.0104561  
  172.1283264   58.5618591   0.0099898  
  164.7415924   58.1336861   0.0319167  
  164.7830811   58.0931816   0.0322038  
  170.5383453   59.6582069   0.0597108  
  170.6549835   59.5817757   0.0598285  
  246.7606506   43.4761009   0.0462348  
  246.7792969   43.4364548   0.0463715  
  184.4077148   51.8191833   0.0422487  
  184.4210815   51.9002838   0.0419671  
  185.148407    52.257618    0.0282898  
  185.3264008   52.2010002   0.0285952  
  232.1257935   5.1859169    0.0331459  
  232.1000824   5.2621751    0.0330637  
  229.9549408   5.7967553    0.0412667  
  229.9353943   5.7455754    0.0415047  
  120.542778    35.6672478   0.0445214  
  120.6325531   35.6741409   0.0448282  
  120.7115021   35.7735481   0.0405107  
  120.6341324   35.8643532   0.0402397  
  115.1776657   23.6262302   0.024494   
  115.2546463   23.7358284   0.0246414  
  178.3702698   59.6990891   0.0349032  
  178.2902985   59.7517357   0.0349696  
  325.9637756   -0.321414    0.0267432  
  325.9115601   -0.3545007   0.0265724  
  185.8184662   57.4842453   0.0326741  
  185.8396912   57.604744    0.0322937  
  139.88797     5.882762     0.0338245  
  139.9418945   5.808969     0.033799   
  141.0045624   5.209404     0.0279441  
  140.9827576   5.1850004    0.0276729  
  229.86203     -0.9238924   0.0296168  
  229.8568726   -0.9052078   0.0297534  
  169.5352325   54.8412247   0.0063241  
  170.870697    54.3374634   0.0059597  
  214.2365723   45.6432838   0.0410063  
  214.1681519   45.6178703   0.041347   
  214.2755432   45.6170845   0.071974   
  214.3014069   45.5660667   0.0720326  
  355.4906616   15.2353745   0.0256091  
  355.48172     15.2294407   0.0252928  
  225.6757812   6.1728315    0.036326   
  225.7189484   6.0941868    0.0359985  
  349.605835    14.9385386   0.050035   
  349.590271    14.9350443   0.0501414  
  184.0780945   9.7470188    0.0472558  
  184.1479797   9.6785851    0.0469501  
  182.9020996   60.0625954   0.0630165  
  182.8305359   59.9765816   0.0629964  
  167.736969    53.3877716   0.0094987  
  168.4602203   53.0864067   0.0095411  
  262.0059204   57.5218277   0.0111618  
  261.5493164   57.1693687   0.0112787  
  217.7052917   -2.078135    0.0338796  
  217.6816559   -2.0368063   0.0339143  
  179.1442261   53.9742432   0.0518539  
  179.039978    54.0193214   0.0519202  
  175.7926788   54.2009583   0.0757009  
  175.7857513   54.1974258   0.0759204  
  182.9778595   58.6370583   0.0325778  
  182.7774506   58.5203552   0.0330739  
  119.977417    24.4104271   0.0610518  
  119.9770355   24.4163322   0.0608833  
  119.8216476   24.4520512   0.019451   
  119.95401     24.303009    0.019244   
  228.2966614   38.4887772   0.0387604  
  228.2898712   38.5149422   0.0392565  
  164.1927643   6.8531756    0.0523219  
  164.095993    6.9101238    0.0526258  
  167.8528442   7.0099192    0.0405333  
  167.8250122   6.9471135    0.0403002  
  1.0909865     1.0891678    0.0610249  
  1.0577052     1.0011849    0.0606985  
  186.299942    54.506176    0.0084072  
  186.1775208   54.7448502   0.0083161  
  164.6565247   9.0504513    0.0087524  
  164.3924408   9.214817     0.0089549  
  168.4813995   9.6428061    0.0412199  
  168.4545135   9.6321487    0.0409306  
  164.7794495   10.0125046   0.0682753  
  164.793869    10.021533    0.0680645  
  171.8124237   10.32236     0.0536838  
  171.8224945   10.3727665   0.0534005  
  172.1804657   10.1272898   0.0541342  
  172.1944885   10.0984602   0.0539098  
  157.9376678   46.6716957   0.0247623  
  157.905777    46.661747    0.0249484  
  170.2314148   7.197526     0.0370585  
  170.3354492   7.1883116    0.0370632  
  171.9064941   8.0842981    0.0639517  
  171.9223938   8.0844288    0.0638673  
  173.0154419   8.4250345    0.0412624  
  172.9907379   8.328166     0.041339   
  156.0073395   44.8417549   0.0294337  
  155.993866    44.8257637   0.0295958  
  179.2701874   52.8176804   0.0355996  
  179.3575897   52.8764534   0.0355044  
  184.283493    51.9987679   0.04708    
  184.1600647   51.9097366   0.0470793  
  133.9716187   4.3750238    0.0339429  
  133.9390869   4.353435     0.0339855  
  132.7970734   5.0719476    0.028397   
  132.8422546   5.0464005    0.0282817  
  132.0966187   4.387609     0.0354881  
  132.0324097   4.400382     0.0355092  
  136.2993011   4.8927083    0.0579939  
  136.2557831   4.9067531    0.0578697  
  37.713562     0.7887375    0.0706587  
  37.6785583    0.758621     0.0704884  
  41.8667221    0.6519403    0.0446611  
  41.9965401    0.6248022    0.0448478  
  127.2820892   38.2382889   0.0410172  
  127.3397217   38.1933098   0.0409355  
  151.9579163   55.3959999   0.0473576  
  151.9839172   55.3319435   0.0474872  
  169.6136627   57.5886002   0.0462295  
  169.6602325   57.6246033   0.0460645  
  169.9396515   57.8457413   0.0442636  
  169.6878662   57.8246574   0.0444567  
  161.1592865   56.3696709   0.0240542  
  160.9551239   56.2812996   0.0240286  
  196.3455505   4.6453848    0.0468554  
  196.3370056   4.6411943    0.0471221  
  256.1027222   33.375885    0.0296443  
  256.2308044   33.3733482   0.0296382  
  257.4017334   34.1107445   0.035398   
  257.5263672   34.1214943   0.035725   
  255.3856812   33.0522385   0.0620392  
  255.4216614   33.0840912   0.0621274  
  135.8075867   41.8344917   0.0401662  
  135.8940582   41.7101173   0.0405223  
  129.5839539   32.9444275   0.0314158  
  129.6340027   32.9377975   0.0312741  
  177.6765289   10.5213566   0.0346334  
  177.7097168   10.4762306   0.034818   
  134.0246735   37.7964058   0.0426904  
  134.0632324   37.755825    0.0422864  
  134.2829895   38.1361504   0.0422082  
  134.3006287   38.1760368   0.0419831  
  156.1941223   48.4397964   0.0252588  
  156.1820831   48.4110069   0.025134   
  155.2236481   48.5234184   0.0531521  
  155.2163086   48.5194054   0.0529079  
  136.7141113   37.6428719   0.0283175  
  136.8047485   37.7164192   0.0284724  
  137.665329    38.6401596   0.0470226  
  137.6732635   38.6212654   0.047458   
  134.6376801   37.0865059   0.0428756  
  134.6415405   37.0902405   0.042952   
  134.639389    37.1495705   0.0584802  
  134.6544952   37.0675888   0.0584381  
  135.0319061   37.4118805   0.0605332  
  135.0339813   37.4167252   0.0609087  
  250.2010193   36.9605026   0.063369   
  250.1452332   36.9294472   0.0629573  
  6.9899731     -0.0612838   0.0460837  
  6.9094753     -0.0903874   0.0460505  
  164.9572601   49.5679131   0.0324246  
  164.75177     49.5692329   0.0324204  
  348.6630554   -9.4388628   0.0324434  
  348.6765137   -9.4626989   0.0324088  
  194.3227386   59.0673294   0.0222654  
  194.4560089   59.0505486   0.0222141  
  197.3790131   60.1026382   0.0283119  
  197.2316437   60.2438469   0.0281523  
  202.5457764   59.9953918   0.0291733  
  202.5826416   59.9973221   0.0287102  
  129.7334747   43.4312096   0.0544663  
  129.7512054   43.3890381   0.0546548  
  148.9955902   6.566236     0.0621168  
  148.9778137   6.5153809    0.0625494  
  144.4766998   6.6536164    0.0720205  
  144.4624786   6.6218195    0.0723365  
  151.0711975   6.1396551    0.0402209  
  151.0664978   6.1412244    0.0403407  
  152.9251862   6.2472086    0.0637197  
  152.9703064   6.2624912    0.063917   
  150.4679565   44.4774246   0.0331378  
  150.4588013   44.5737495   0.0330725  
  148.8416748   44.4405289   0.0264594  
  148.8554688   44.4144783   0.026239   
  150.1979218   44.8511238   0.0279939  
  150.2284393   44.7647896   0.0278621  
  158.0677338   53.6450806   0.0465859  
  158.0659027   53.6248245   0.0461729  
  158.2821198   53.7214088   0.062257   
  158.1597137   53.7070389   0.0619704  
  154.0848694   54.4797363   0.0250912  
  154.0221558   54.4628448   0.0251433  
  118.5049515   29.420702    0.0360417  
  118.5904312   29.3817806   0.0361913  
  117.4808884   29.7282066   0.0544126  
  117.4422607   29.6800709   0.0545275  
  146.9990845   51.87743     0.0473939  
  147.0395966   51.8944511   0.047847   
  240.6946106   51.8732719   0.049314   
  240.6631165   51.8456154   0.048898   
  220.1833496   56.8952408   0.0406717  
  220.2272339   56.879818    0.0407573  
